	genotypesgApc_names	genotypesgApc_logfoldchanges	genotypesgApc_pvals_adj	genotypesgApc_percent_expressed	genotypesgLkb1_names	genotypesgLkb1_logfoldchanges	genotypesgLkb1_pvals_adj	genotypesgLkb1_percent_expressed	genotypesgNT_names	genotypesgNT_logfoldchanges	genotypesgNT_pvals_adj	genotypesgNT_percent_expressed
6225	Dpy19l1	-1.1432163	1.2340486278685807e-07	0.036144577	Ranbp10	0.31593412	0.0121480418114395	0.11245717	Slc35b3	-1.3122535	8.970687848190941e-51	0.077441074
6226	1810037I17Rik	-0.3156159	1.2472549949104338e-07	0.7301205	Ifi30	0.19917591	0.01220883452494037	0.25960597	Dek	-0.8021306	1.4235669107673865e-50	0.26038158
6227	Igbp1	-0.529454	1.2112532842715405e-07	0.25421688	Galnt11	0.2554623	0.012283577586784744	0.17174499	Nudcd2	-0.7832105	1.42535425324096e-50	0.2570146
6228	Cav2	-0.45677826	1.2021773533290395e-07	0.37831324	Acvr1	0.26817864	0.01229696649214515	0.15118697	Smad7	-0.8045588	1.2578095703753282e-50	0.26300037
6229	Alg5	-0.50407356	1.1851469111223052e-07	0.28313252	D5Ertd579e	0.21276088	0.01238033356544927	0.2239354	Snx4	-0.9589854	1.2033689669967428e-50	0.17545828
6230	Anp32e	-0.49511346	1.1809947658536704e-07	0.29036143	Pex11b	0.27030513	0.012561713217685599	0.13430005	Arhgap42	-1.3622355	7.890838772096898e-51	0.066591844
6231	Gm20186	-0.64011496	1.1636132506128857e-07	0.17831326	Me1	0.110600404	0.012664256925384197	0.6610377	Rpl35a	-0.36331573	2.1549809828271894e-50	0.9349046
6232	Gm9843	-0.24898462	1.1755768220562175e-07	0.9072289	2810403A07Rik	0.16665888	0.01270370079908202	0.35652226	BC005624	-0.92796206	1.1157455614038817e-50	0.18705574
6233	Rpl28	-0.24090815	1.1637215060880467e-07	0.9433735	Exosc2	0.27171856	0.012730502321675743	0.1325257	Sdhd	-0.6880556	1.17443121416544e-50	0.36064348
6234	Maged1	-0.48267052	1.1482558883973396e-07	0.3120482	BC003965	0.14946419	0.013025000806930326	0.4244983	Acadvl	-0.8886564	8.912246950010706e-51	0.20576131
6235	Peli1	-0.620319	1.1401366811476819e-07	0.1746988	Tmcc3	0.20187338	0.013301515390122403	0.23653941	Zfp771	-1.0256181	7.396315997163014e-51	0.14590348
6236	Xpo1	-0.6976273	1.129719424198928e-07	0.12650603	Banp	0.20354123	0.013388452867726434	0.23403084	Tmem160	-0.7644792	9.382642119409265e-51	0.2992892
6237	Emc2	-0.9054711	1.1259529432128243e-07	0.0686747	St6gal1	0.27020147	0.013423111998396483	0.15907979	Arg2	-1.4885354	3.9094107448431605e-51	0.052375607
6238	Gm16136	-1.0315462	1.114455814150247e-07	0.044578314	Psmb10	0.16012242	0.013430227346914103	0.3477729	Tcf3	-0.80281997	7.566947372191316e-51	0.2536476
6239	Zfp395	-1.0744983	1.1032090105015177e-07	0.040963855	Mical3	0.2881976	0.013495951136802672	0.12677436	Ss18	-1.0002362	5.204912317784013e-51	0.15338571
6240	Elmo3	-0.9199991	1.0904190664683439e-07	0.061445784	Scrib	0.23333934	0.013644280849759695	0.18642928	Ahnak	-0.69275045	7.175619643907372e-51	0.3905724
6241	Atp5e	-0.29382765	1.1032117253324075e-07	0.8084337	Gaa	0.18448474	0.01381192968324203	0.26743758	Tardbp	-0.71838844	7.287101574332809e-51	0.34044147
6242	Sema4b	-0.6365384	1.066282894750744e-07	0.16385542	Ppp1r21	0.27251267	0.0138790283127973	0.14372246	Scd2	-0.83954465	5.587391938953761e-51	0.23943135
6243	Fbxo22	-0.6069965	1.062879933498664e-07	0.18072289	Rabac1	0.08336411	0.014030439443319238	0.88986784	Ffar4	-1.1345993	3.3873142951591525e-51	0.10998878
6244	Prkab1	-0.56771857	1.0623797960959097e-07	0.21927711	Tpcn1	0.30357975	0.014030439443319238	0.11245717	Tinagl1	-0.7251234	5.56465990409556e-51	0.34717545
6245	Slc25a33	-0.76309013	1.0452696623691685e-07	0.10361446	Hscb	0.2400828	0.014063665591735297	0.17743514	Lipo1	-1.4352236	3.3873142951591525e-51	0.056490835
6246	Vma21	-0.5982487	1.018785104332452e-07	0.19277108	Zfp740	0.23203306	0.014354275674601702	0.17725159	Dcps	-1.0041986	4.407477435656989e-51	0.15039282
6247	Ik	-0.5506717	1.0063544870735167e-07	0.2313253	Dbf4	0.20280433	0.014362329045279624	0.21855114	Eapp	-1.0499576	4.313744536338338e-51	0.1369248
6248	Alkbh8	-1.2228118	9.780329947492231e-08	0.027710844	Gsn	0.12876086	0.014369856432791551	0.52747184	Pum1	-0.87102616	4.762429161327573e-51	0.21735877
6249	Srsf5	-0.4024391	9.910433834998775e-08	0.48192772	Setd1b	0.24192202	0.014539297634066164	0.1657489	Tcn2	-0.95295954	3.5806615186957315e-51	0.17321362
6250	Ufd1l	-0.61056596	9.848727084392493e-08	0.18192771	Dlg1	0.2380899	0.015107606512414423	0.17553842	Rer1	-0.64645934	4.5564415102219814e-51	0.41189674
6251	Pak3	-1.2834898	9.693509278250572e-08	0.025301205	Gatad1	0.10667606	0.015127535347500687	0.639929	Npc1	-1.3731936	1.8285383020496198e-51	0.06808829
6252	Nradd	-0.497992	9.793049980672045e-08	0.2987952	Tob2	0.14573033	0.015195224842039834	0.40651003	Hmgn1	-0.534981	4.369674867482893e-51	0.7003367
6253	Zmynd11	-0.6583942	9.69467960167004e-08	0.14698794	Dap3	0.11955013	0.015380997860940816	0.5622247	Cyth2	-0.67993027	3.5836423326097115e-51	0.39768052
6254	Zfp260	-0.8238233	9.565148438866756e-08	0.08795181	Frmd4a	0.24746932	0.015384638957038519	0.16048703	Lrif1	-1.5481415	1.2091026230214226e-51	0.04751216
6255	Fn1	-0.43220833	9.544053327492392e-08	0.5638554	Pcnxl3	0.25569406	0.01555144213646771	0.1606094	Nrd1	-1.0348619	1.9156626014517916e-51	0.14403293
6256	Atp11b	-0.58585703	9.379752204143447e-08	0.2060241	Slc19a1	0.2723781	0.015831307385754605	0.12457171	Polr2m	-0.68815887	2.3922001680853114e-51	0.36401048
6257	Mrpl24	-0.48352492	9.312896492605772e-08	0.3253012	Tmem192	0.19363841	0.016018108748294967	0.24308614	Zmat5	-1.0966041	1.5425365430549298e-51	0.1268238
6258	Stxbp2	-0.5044547	9.295481308835569e-08	0.28433734	4932438A13Rik	0.23710328	0.01613582690361699	0.16911405	Rras2	-1.0426308	1.3842315586420563e-51	0.14029181
6259	Senp6	-0.4858795	9.238764340442351e-08	0.30963856	Gart	0.1680359	0.01638146299324109	0.3061674	Dazap1	-0.695455	1.7485880034912516e-51	0.35465768
6260	Slc25a24	-0.5540877	9.121003766112307e-08	0.23373494	Tgif2	0.25671014	0.016689786637267733	0.1400514	Dusp7	-1.4083312	7.746345508497453e-52	0.05798728
6261	Mycbp2	-0.60450375	9.069826557632797e-08	0.18433735	Saal1	0.27242652	0.016781397371983937	0.12824278	5730559C18Rik	-1.0189062	1.0440284490678924e-51	0.14590348
6262	F11r	-0.44834927	9.121003766112307e-08	0.39156628	Med27	0.27948764	0.016827974112280496	0.12628488	Ptpn18	-1.2297498	7.626085721808647e-52	0.09352787
6263	Echdc1	-1.0431688	8.974912237482035e-08	0.044578314	Rbfox2	0.1610162	0.016840643363395004	0.34624326	Tbcb	-0.6825723	1.2803879142022906e-51	0.37934905
6264	Eif1ax	-0.39690754	8.48636115367012e-08	0.47831327	Mrpl16	0.18875793	0.0169426128604425	0.2522638	Mocs2	-0.8709766	9.487382413492892e-52	0.21997756
6265	Ccdc47	-0.539891	8.241776826402739e-08	0.24216868	Scap	0.20172921	0.016951687043553584	0.2349486	Pfdn4	-0.7355334	1.0730764174924768e-51	0.3131313
6266	Surf4	-0.42938635	8.00737520102914e-08	0.39759037	Kars	0.13623221	0.01722018113222088	0.4375918	Rock1	-0.83055586	9.615074282774323e-52	0.23980546
6267	Hmgcs1	-0.6082373	7.954861084522097e-08	0.18554217	Myc	0.15179013	0.017365993415852297	0.364721	Cmpk1	-0.646333	1.1856904099651161e-51	0.44594088
6268	Tmed1	-0.6535438	7.941565977182059e-08	0.15421687	Nt5dc2	0.22099443	0.017397121084164812	0.19597405	Pon2	-0.8548422	8.822943560290317e-52	0.22297044
6269	Cript	-0.434026	7.910082764173471e-08	0.40240964	Slc6a8	0.19504465	0.017588593844033305	0.23048213	Zdhhc12	-0.92015344	8.92243388548227e-52	0.19079685
6270	Zbtb11	-0.9083591	7.629904137270198e-08	0.06746988	Ago2	0.13504593	0.017697773225321404	0.4517254	Yme1l1	-1.0035629	7.232319586912388e-52	0.1567527
6271	Adgre5	-0.7344329	7.629904137270198e-08	0.119277105	Ccnd3	0.12663937	0.01795335955704888	0.48917034	Mitd1	-1.1556612	6.129508347985743e-52	0.109240554
6272	Btbd2	-0.76097786	7.567069578293035e-08	0.106024094	Fam134a	0.1606617	0.018187152041618474	0.33363926	Rdh14	-1.54903	3.2371710259329696e-52	0.049008604
6273	Vps41	-0.89372957	7.414599496999057e-08	0.06987952	Bhlhe40	0.10634157	0.018343708156704233	0.62958884	Bcap31	-0.7656622	8.118759276551686e-52	0.2989151
6274	Cirbp	-0.54202104	6.916483041546319e-08	0.25783134	Znrf2	0.21653163	0.018704758319514302	0.18031082	Prss22	-0.7181591	7.825472682554602e-52	0.4171343
6275	Thyn1	-0.9080745	6.873523095806565e-08	0.06987952	Slc25a19	0.22024207	0.01877083202557852	0.1867352	Sik1	-1.4856491	3.880884422925597e-52	0.054620277
6276	Uba3	-0.52539057	6.873523095806565e-08	0.26385543	Wdr36	0.2177997	0.019143152089267385	0.18667401	Smim11	-0.8424307	6.828124812470755e-52	0.23419379
6277	Lysmd3	-0.8692029	6.777589705452349e-08	0.07349397	Fam3c	0.10747945	0.01930111322404673	0.6292829	Tnpo1	-1.0209336	4.998897750268481e-52	0.15151516
6278	Prpsap2	-1.1677346	6.658280998688058e-08	0.03493976	Il11ra1	0.26324075	0.019413215861403897	0.12028879	Elk3	-1.0036236	4.6226443477132805e-52	0.15188926
6279	Cpsf2	-0.6948528	6.591539321351439e-08	0.13012049	Ctage5	0.13933729	0.019456330494924182	0.43012726	Scyl2	-1.1411986	3.640753947155241e-52	0.110736996
6280	Spats2	-0.8165747	6.54342115741404e-08	0.08915663	S100a4	0.18273154	0.019661825483025606	0.284814	Ormdl1	-1.3839232	2.5746361198717655e-52	0.07070707
6281	Smc6	-0.6411665	6.538903714599969e-08	0.16506024	Acp6	0.19013181	0.019796317694498328	0.24798091	Padi2	-1.7237396	1.589169298704415e-52	0.03217359
6282	Tspan31	-0.5887341	6.515809114211807e-08	0.20240964	Chpf2	0.26217276	0.020083596096506628	0.1317303	Tdg	-1.2577138	2.3923805817704258e-52	0.08679386
6283	Casp8	-0.571086	6.416325244529895e-08	0.22289157	Cstf1	0.2637717	0.020111217766571172	0.13099608	Ptrh2	-1.1688591	2.571460658759268e-52	0.10512533
6284	N4bp1	-0.80780953	6.254838723133183e-08	0.09638554	Morn2	0.26506373	0.020115048884753524	0.13105726	S100a11	-0.38376868	4.822702611507726e-52	0.969697
6285	Mrps18c	-0.4682029	6.167088185651497e-08	0.33734939	Ddx55	0.23722717	0.020124826099071437	0.15914097	Dync1li1	-1.0928041	2.0020695854935286e-52	0.12644969
6286	Sh3glb2	-0.5772905	6.165900078551747e-08	0.21204819	Fut11	0.23580046	0.02015770117920596	0.16054821	Runx1	-0.7492331	2.814280426337645e-52	0.33183688
6287	Cnnm4	-0.72623515	6.110784630589519e-08	0.124096386	Cyp51	0.16739906	0.02089083303642811	0.3026799	B3glct	-1.6574266	1.0926341702578638e-52	0.041152265
6288	1110008F13Rik	-0.3553879	6.030151496756674e-08	0.6048193	Enc1	0.24617675	0.021102104444112004	0.14825012	Birc5	-1.1095676	1.2040878612319601e-52	0.11036289
6289	Rps7	-0.24913484	5.961344446148237e-08	0.9481928	Cenpq	0.20831859	0.021645202119596644	0.19218062	Mrpl55	-0.9689758	1.5377422680135723e-52	0.17134306
6290	Clic6	-0.87452555	5.826847454602433e-08	0.0746988	Gm10031	0.18634178	0.021733248454852302	0.25055066	Prdx2	-0.5219059	2.3864908905951857e-52	0.7201646
6291	Pts	-0.63519305	5.836943120573474e-08	0.17108434	Dctn1	0.1694726	0.021859271193724068	0.28646597	Fam92a	-1.0951872	1.0042391199684539e-52	0.11747101
6292	Gpx1	-0.2866774	5.743785232850066e-08	0.8457831	Mrrf	0.1989139	0.021886846854671273	0.22050905	Mrpl54	-0.6867716	1.73292838458546e-52	0.38234195
6293	Arap2	-0.70881987	5.5865991219367245e-08	0.1313253	Plod3	0.19028142	0.022043343968908915	0.24510524	Tubb2a	-1.009332	1.074310290322246e-52	0.15824915
6294	Abhd5	-0.66354144	5.571144688990856e-08	0.15180723	Zgpat	0.26935664	0.02215363429779313	0.13166912	Cnn3	-0.71265256	1.345001099763953e-52	0.36700338
6295	Psmc5	-0.42335793	5.5825995946371325e-08	0.43012047	H2-Q4	0.21774165	0.0225763084806831	0.14947382	Tnc	-1.8662999	3.506933943255686e-53	0.027310139
6296	Ubqln2	-0.86914265	5.525203290404376e-08	0.0746988	Slc52a2	0.25366038	0.022689158397185976	0.14702643	F8a	-1.6476991	5.360041999890176e-53	0.041900486
6297	Lsm7	-0.47677743	5.5274675124602215e-08	0.32771084	Slc30a4	0.19239399	0.02276839227121326	0.21885708	Smim22	-0.7343688	1.4022226618540228e-52	0.33370745
6298	Atp5d	-0.29016396	5.287412789692311e-08	0.8072289	Nlk	0.24484645	0.02299753121705901	0.15326725	Il10rb	-1.1261251	7.674807451519262e-53	0.11821923
6299	Ccdc102a	-1.0911934	5.147338081448604e-08	0.043373495	Mrpl57	0.09323157	0.023129637515139332	0.7183676	Nrarp	-1.4211667	5.689681654568169e-53	0.061728396
6300	Hccs	-0.6704848	5.0999168514724134e-08	0.14819278	Ankrd40	0.20735426	0.023129637515139332	0.20857807	Ppp4c	-0.68908197	1.2313029154835904e-52	0.3845866
6301	Tshz1	-1.060201	4.9939284886745226e-08	0.043373495	Iscu	0.111221634	0.023200658696206394	0.56106216	Magoh	-0.68961656	1.1281675470415851e-52	0.3778526
6302	Tsen34	-0.46181425	5.0715073753289853e-08	0.36626506	Cnot4	0.13165803	0.023258937279481143	0.44169113	Ttc1	-0.9516515	7.901605808409474e-53	0.18032174
6303	Raly	-0.34139836	5.075386630316115e-08	0.6578313	Nelfb	0.13919415	0.023504406196169957	0.39727116	Prkaa1	-1.3318875	5.694446649325035e-53	0.07444818
6304	Pdlim5	-0.5775568	5.009930850891746e-08	0.22168675	Cyp4f13	0.24384166	0.02371822592702241	0.14977974	Adarb1	-1.6909409	4.0022526917137893e-53	0.037037037
6305	Trim28	-0.44924203	4.998324907099694e-08	0.38072288	Cpsf3	0.18532833	0.02379747988474114	0.24626775	Atg101	-0.7749655	8.933687680362974e-53	0.29854098
6306	Minpp1	-0.69671106	4.958611896981802e-08	0.13493976	Ept1	0.1548815	0.023984253146604895	0.34391826	Vta1	-0.9648604	7.00447581991542e-53	0.16984661
6307	Srpk2	-0.5294498	4.9559107893636586e-08	0.26626506	Pon3	0.19371453	0.024096485171445064	0.21322809	Mrps9	-0.9636162	6.256338904218951e-53	0.17171717
6308	Ppp2r5e	-0.7651937	4.9238126327259935e-08	0.10722891	Man2a2	0.27486417	0.02410433368656846	0.11484337	Cmtm7	-1.1442949	4.668695993745535e-53	0.10699589
6309	Rnmt	-0.67931706	4.809721092379365e-08	0.14457831	Gtf2ird1	0.16628851	0.024199855644396185	0.28897455	Dirc2	-1.5006498	2.5867630524545983e-53	0.057239056
6310	Bak1	-0.6264011	4.653620060731322e-08	0.17349398	Atg4d	0.20177704	0.024259511246738946	0.21414587	Stc1	-1.1761688	3.5408317949036555e-53	0.10512533
6311	Cpne3	-0.55919504	4.5976868183884487e-08	0.23614457	March2	0.13736369	0.02440189384956437	0.40436858	Ccdc122	-1.3935548	2.047310285057473e-53	0.06808829
6312	Kpna4	-0.57917964	4.598943584089957e-08	0.22409639	Slc39a14	0.25575122	0.024772620171710606	0.12683554	Fundc2	-0.7606077	5.727446425121652e-53	0.29554808
6313	Hbs1l	-0.77092457	4.476972605760644e-08	0.106024094	Ints7	0.25948444	0.02505365152147055	0.13442242	Ufc1	-0.6800261	6.484625755383224e-53	0.39132062
6314	Chmp1a	-0.50618905	4.4904545163309734e-08	0.3	Pfkfb4	0.27831143	0.025075540481606116	0.11184532	Hmgcll1	-1.2886629	3.176127926548375e-53	0.07931163
6315	Fut8	-0.68757236	4.4729195305028696e-08	0.14698794	Mapkapk2	0.14965415	0.02542153434808266	0.33877876	Dync1i2	-0.73229706	4.7001566767670145e-53	0.34343433
6316	Hnrnpl	-0.48039114	4.4482813485083274e-08	0.33614457	Dpp9	0.20801345	0.025593164244603443	0.18832599	Tmprss2	-1.0231407	2.830244856295998e-53	0.1466517
6317	Bcl2l11	-0.65350205	4.323164891523423e-08	0.16024096	Arhgap18	0.21191241	0.025638456189416264	0.19315957	Lrpap1	-1.0456414	2.757406595828112e-53	0.1466517
6318	Rnf138	-0.70744205	4.118882776284291e-08	0.1313253	Mydgf	0.09335469	0.025746450724016323	0.69670826	Ccnc	-1.3543653	1.7038045101292954e-53	0.0748223
6319	Caml	-0.7763035	3.998827447839107e-08	0.106024094	Odf2l	0.21333309	0.025746450724016323	0.19322075	Setd3	-0.9031836	2.677507896428777e-53	0.21099888
6320	Jup	-0.43932807	4.0263436209566064e-08	0.42891565	Tagap1	0.20693633	0.025800803232904495	0.18624571	Psmd4	-0.5915269	3.640490396771058e-53	0.5462028
6321	Mettl10	-0.8735732	3.953421240004117e-08	0.07590362	Rita1	0.22285138	0.025946588434468117	0.16513705	Abhd17a	-0.7807626	2.1190950607983747e-53	0.29255518
6322	Arl14ep	-1.100049	3.904573576135303e-08	0.042168673	Pqlc1	0.20095381	0.025972792270870664	0.20276554	Nsfl1c	-0.8642183	1.6904590042639287e-53	0.22409278
6323	Tcn2	-0.6105284	3.766951901624192e-08	0.19759037	Kctd13	0.2231606	0.026845042106908513	0.16880813	Arfgef1	-1.1006716	1.3891378678286142e-53	0.12532735
6324	Chic1	-1.2012792	3.7202997844938316e-08	0.03253012	Sdc2	0.2082432	0.0271234767736166	0.17174499	Mrpl27	-0.8962901	1.5568375190902961e-53	0.20800598
6325	Mgst1	-0.39280665	3.766951901624192e-08	0.5939759	2610037D02Rik	0.24893168	0.027221443489406517	0.13619676	Azi2	-1.1559904	1.1924908759362537e-53	0.11298167
6326	Smc2	-0.77498275	3.6696019756100165e-08	0.10843374	Susd6	0.22819687	0.027352241752010634	0.15363435	Rbm7	-1.0055166	1.297600865430554e-53	0.1593715
6327	Mpv17l2	-0.59150535	3.6849347412287036e-08	0.20481928	Nelfa	0.18424858	0.027432099287372422	0.22118208	Slc25a46	-1.2316132	9.763261363176058e-54	0.09352787
6328	Luzp1	-0.5486474	3.62013189690821e-08	0.2554217	Polr3e	0.21436976	0.02805195007777094	0.1673397	Rps13	-0.4464106	2.16148347883831e-53	0.86606807
6329	Scd2	-0.5483312	3.527054848768922e-08	0.2554217	Kmt2b	0.21405077	0.028145349257279628	0.18153451	Runx2	-1.4039758	6.214906953624349e-54	0.06584362
6330	Eps8l3	-0.8736991	3.4473308008180465e-08	0.084337346	Adk	0.13256395	0.0286144706608958	0.40363437	Ctso	-1.5440981	3.97378233347057e-54	0.053872053
6331	Itgav	-0.5186993	3.428906600533837e-08	0.29277107	Kdelr3	0.2102649	0.02876403472789174	0.18618453	Tvp23b	-0.8967701	1.044723741939937e-53	0.21137299
6332	Paox	-0.80845267	3.298333427274815e-08	0.1	Aqp1	0.20272975	0.02902627640385041	0.20148067	Herc4	-1.4657058	4.312750896442998e-54	0.059483726
6333	Dazap1	-0.44755116	3.299619683423416e-08	0.3987952	Taf6	0.19972938	0.029330936377226207	0.20662017	Tmem98	-1.3888054	3.95756393227732e-54	0.065095395
6334	Nipa2	-0.57418984	3.2667498327465105e-08	0.22409639	Mecp2	0.19982703	0.029470569517560743	0.20044053	Ei24	-1.0034051	5.0084145018656246e-54	0.16124205
6335	Nfe2l2	-0.44600216	3.27106719842404e-08	0.42409638	Guk1	0.124259576	0.029667863635468403	0.44126284	Mpst	-1.0516245	4.958028741224905e-54	0.14291058
6336	Spint2	-0.22495256	3.241527828547476e-08	0.95421684	Kdm6b	0.107250325	0.03002320171769212	0.5735438	Tmed3	-0.85632247	4.595971823472429e-54	0.23606434
6337	Map1lc3b	-0.2798934	3.19101734033472e-08	0.8506024	Dpf2	0.14638804	0.03007332804415344	0.33321097	Shc1	-1.2876667	2.9248428468669696e-54	0.086419754
6338	Cdk2ap1	-0.6939399	3.153009671007693e-08	0.14216867	Banf1	0.092253245	0.030341194236644744	0.6705825	Uqcrh	-0.4697591	8.002980540649543e-54	0.7979798
6339	Zfp523	-1.1025606	3.0120330810666203e-08	0.040963855	Get4	0.1120255	0.03052819403346955	0.52116984	Idh3g	-0.76301193	4.880197280013064e-54	0.2996633
6340	Acaa2	-0.6202556	3.045545597835623e-08	0.18313253	Slc41a1	0.24838354	0.030635509482116876	0.1285487	Sqstm1	-0.59154797	5.465992583985542e-54	0.5929667
6341	Cdca3	-0.8395894	3.0022053566144655e-08	0.090361446	AW112010	0.20397	0.030635509482116876	0.18857072	Sptlc1	-1.2177763	2.4326574630502654e-54	0.100261874
6342	Numbl	-1.1486368	2.8182052267141348e-08	0.03493976	Crebzf	0.2656949	0.030936674577328082	0.118881546	Eif3g	-0.6801114	4.542057406052131e-54	0.39880285
6343	Tomm22	-0.42183745	2.8907633474868133e-08	0.4506024	Creb3l1	0.19564973	0.031299642907692	0.19566813	Tmem106c	-1.2978384	1.9737298604046473e-54	0.08754209
6344	Kdelr1	-0.40582448	2.828836575014729e-08	0.4807229	Dnajb14	0.16583563	0.03138089715338461	0.2701909	Asah1	-0.706949	4.1936897470226317e-54	0.3812196
6345	Lsr	-0.37894312	2.8182052267141348e-08	0.57349396	Flcn	0.24401374	0.03158444286574306	0.122369066	Smc2	-1.1559246	1.5862818948679258e-54	0.10998878
6346	Ndrg1	-0.42491373	2.6860574765509316e-08	0.560241	Snx15	0.1550592	0.031825249628783435	0.3081865	Hspa9	-0.63226795	4.0166431288099024e-54	0.48297793
6347	Lcorl	-0.9095787	2.619467314396707e-08	0.07349397	P4ha1	0.14328699	0.03202901475253284	0.33253795	Golgb1	-0.7727038	2.828544951101494e-54	0.30490085
6348	Gorasp2	-0.5329097	2.5921755391874086e-08	0.26987952	Zdhhc9	0.22474225	0.03219844890371999	0.15534753	Bsg	-0.44630176	3.642414268369499e-54	0.8986158
6349	E330009J07Rik	-0.97591525	2.540459365014529e-08	0.059036143	Ccdc28a	0.2570805	0.03255108809002896	0.12426578	Xdh	-1.4394525	6.0016549555786354e-55	0.06771418
6350	Snrnp48	-0.63819385	2.552319447722576e-08	0.17710844	Sde2	0.111564256	0.03262944477770536	0.5158468	Zdhhc20	-0.8479783	2.061799104438327e-54	0.24579124
6351	Cdk5rap3	-0.60074556	2.56075110278792e-08	0.20722891	Polr2b	0.19354914	0.03278054109417559	0.2112702	Gls	-0.8779242	1.7548939823436685e-54	0.22558923
6352	S100a4	-0.7878087	2.527412285097005e-08	0.112048194	Rab11fip1	0.13900489	0.03323530316197665	0.37756976	Nudt14	-1.0818911	1.5624385939014205e-54	0.13280958
6353	Wdr33	-0.89703983	2.4098355123023524e-08	0.077108435	Chd8	0.17856765	0.03326208885152681	0.23617229	Khdrbs1	-0.7729726	1.992090266558073e-54	0.29779273
6354	Osbpl8	-1.095383	2.3622912744426573e-08	0.042168673	Inpp4a	0.261641	0.0334217474677319	0.11502692	Pdcl3	-0.79339504	1.8604872236560596e-54	0.28095773
6355	Wwp1	-0.78235453	2.364077784168965e-08	0.106024094	Rnf181	0.09569762	0.03348767005972392	0.6410915	Trappc1	-0.87887126	1.622035964939317e-54	0.22558923
6356	Brcc3	-0.8271057	2.305161783013366e-08	0.09277108	Tma16	0.1857514	0.03381414623819703	0.20680372	Maged1	-0.80019075	1.5350925308236878e-54	0.27123082
6357	Pglyrp1	-0.50131124	2.3180617218037766e-08	0.5674699	Cobll1	0.23364839	0.0341657862742533	0.14047968	Lad1	-0.74546415	1.7548939823436685e-54	0.33670035
6358	Impa1	-0.6134465	2.3000571516224522e-08	0.19759037	Smarcd1	0.23073445	0.0342322735497587	0.14017376	Stag1	-1.1438727	9.338571955370872e-55	0.11896745
6359	Bckdk	-0.62864566	2.294171938494967e-08	0.18433735	Fastkd2	0.23197675	0.03453630449688144	0.14023495	Il18r1	-1.3345381	7.387456868940729e-55	0.07444818
6360	Dek	-0.5327901	2.294171938494967e-08	0.28674698	Itpripl1	0.22232215	0.03470769874496548	0.15571463	Mrps18a	-0.7527192	1.4078116655366936e-54	0.3194912
6361	Ak2	-0.53387064	2.2423452764009805e-08	0.26506025	Necap1	0.21012142	0.03479219575128376	0.15522516	Faim	-1.074209	9.533732859452206e-55	0.13542835
6362	Uqcrh	-0.28411576	2.2502897493641666e-08	0.853012	Fkbp2	0.08659722	0.034811841211125495	0.7178781	Sh2d1b1	-1.8335817	3.470455907823174e-55	0.025813693
6363	Oxa1l	-0.66212845	2.2181954253365387e-08	0.16024096	2410002F23Rik	0.19384243	0.034844833999629767	0.20288791	Fzr1	-1.1772939	6.412329901426313e-55	0.10699589
6364	Il13ra1	-0.8004889	2.1919825766118624e-08	0.09879518	Ifrd1	0.08665542	0.035404182001897384	0.7739843	Esrp1	-1.11812	6.420711076611591e-55	0.120089784
6365	Fkbp3	-0.5318953	2.1592836125146614e-08	0.2807229	Tbl3	0.16871811	0.03562139948451184	0.25110132	Gmps	-0.92379475	5.211435745593099e-55	0.20089787
6366	Tox4	-0.70510554	2.1112631940787706e-08	0.1373494	Napa	0.0864708	0.035897691915416106	0.71151495	Csnk1d	-0.7762352	6.0955033760842666e-55	0.29517397
6367	Dnajc15	-0.6100302	2.0873294501391e-08	0.19397591	Trim56	0.22982135	0.036038269940347825	0.14886197	Morc4	-1.2614831	3.3030002937890124e-55	0.08754209
6368	Tfg	-0.4923277	2.0804241750812505e-08	0.33734939	Mrps28	0.11711047	0.03616812139025017	0.45857808	Ssr3	-0.6600756	5.180512502276957e-55	0.43883276
6369	Anp32b	-0.36864868	2.0804241750812505e-08	0.62168676	Elovl1	0.104225606	0.03643190099305709	0.5588595	Tsn	-0.72361135	3.6368218085990436e-55	0.34268612
6370	Pmm2	-0.8262744	2.0435229585966955e-08	0.09518072	Taf5l	0.1890699	0.03646174581838401	0.20496818	Mrpl23	-0.8177147	2.9004334861744414e-55	0.26973438
6371	Polr2m	-0.4444846	2.047624685621375e-08	0.4120482	Mcm5	0.2385932	0.03681122378122511	0.13631915	Ifi35	-1.162282	1.8377787635061322e-55	0.116722785
6372	Ptp4a1	-0.3797301	2.0435229585966955e-08	0.6060241	Rad18	0.25596473	0.036811228330557375	0.110376894	Snap23	-0.90246564	2.5102808592010436e-55	0.21062477
6373	Marcks	-0.5076787	2.016790024206411e-08	0.3192771	Sp1	0.2089073	0.036919906959326856	0.1685022	Smu1	-0.80092365	2.742551429079231e-55	0.2802095
6374	Pnpt1	-1.0598282	1.9870028043138532e-08	0.04939759	Dicer1	0.23834516	0.0371554985127465	0.14029613	Hacd2	-0.9950408	1.9469526063073823e-55	0.1694725
6375	Mtg1	-1.1287174	1.965515836558621e-08	0.040963855	Arhgap35	0.21020727	0.037279821713835704	0.16917524	Rbm6	-1.0590824	1.6203420390277485e-55	0.14927049
6376	Prps2	-0.9051024	1.971873415618742e-08	0.07349397	Rpl22	0.048165068	0.03746057305708642	0.9911894	Mrps24	-0.6669698	2.652688283581245e-55	0.4272353
